sentence,url,word
"""Coercion and hawkish approaches to the organisation ... in the long run will be counterproductive because Hezbollah are where they are - they are deeply embedded in the social fabric of Lebanon,"" he said.",https://www.aljazeera.com/news/2019/02/uk-ban-lebanon-hezbollah-calls-terror-organisation-190225114825625.html,social
"""This will actually affect the UK more than Hezbollah and curb its influence in Lebanon, given that it now has crippled its diplomats' political manoeuvrability,"" Saad said.",https://www.aljazeera.com/news/2019/03/hezbollah-british-ban-insult-lebanese-people-190303085858283.html,influence
Nasrallah's speech came one day after two investigators from the Special Tribunal for Lebanon were attacked by a group of women at a gynaecology clinic in a Hezbollah-controlled southern suburb of Beirut.,https://www.aljazeera.com/news/middleeast/2010/10/2010102819122690558.html,clinic
"Nasrallah did not address the violence at the clinic or whether Hezbollah had asked the crowd to gather, but he confirmed that the wives and relatives of Hezbollah commanders and officials were among the clinic's patients.",https://www.aljazeera.com/news/middleeast/2010/10/2010102819122690558.html,clinic
"Susan Rice, the US ambassador to the United Nations, said that Washington continues to have ""deep concerns about Hezbollah's destructive and destabilising influence in the region.""",https://www.aljazeera.com/news/middleeast/2010/10/2010102819122690558.html,influence
"Moreover, even without Hezbollah's intervention it is rather unlikely that clients of the private clinic and residents of southern Lebanese villages would have willfully cooperated with the French Unifil contingent or the STL investigators.",https://www.aljazeera.com/indepth/2010/10/201010318415152651.html,clinic
"In their criticism of Hezbollah's reaction, the group's Lebanese rivals have failed to consider how such an encroachment on their private lives ought to be explained to the clinic's patients. Furthermore, it seems highly unlikely that any Lebanese party would have defended the STL's actions had it involved their own families.",https://www.aljazeera.com/indepth/2010/10/201010318415152651.html,clinic
"But the reconciliation with Syria was short lived and ties between al-Hariri and Damascus deteriorated as his coalition stepped up the rhetoric against Hezbollah. For as well as delegitimising the movement, an indictment would serve to undermine Syrian and Iranian influence in the country and could ultimately be used to tie Syria or Iran to the murder if the US considered it politically useful to do so.",https://www.aljazeera.com/indepth/2010/10/201010318415152651.html,influence
"Hassan Nasrallah, the leader of Hezbollah, issued the boycott call after two international investigators were forced by a crowd of women on Wednesday to leave a doctor's clinic in southern Beirut, a bastion of Hezbollah, where they had made an appointment to review files.",https://www.aljazeera.com/news/middleeast/2010/10/201010291546967440.html,clinic
"Referring to Wednesday's incident, Nasrallah said it was scandalous that the investigators had sought the medical files of women at the clinic, and warned that any further co-operation with the tribunal would be considered ""an aggression against the resistance (Hezbollah)"".",https://www.aljazeera.com/news/middleeast/2010/10/201010291546967440.html,clinic
"Through Hezbollah's triumphs, Iran has consolidated its influence in Lebanon and enhanced its image as the region's counter power to Israel. For in Iran, just as in the Arab world, confronting Israel helps to legitimise a regime.",https://www.aljazeera.com/indepth/features/2010/10/20101025795996281.html,influence
"This is not to say that Iran is not also vying for regional influence - something stressed by an Iranian parliamentarian who declared that Ahmadinejad's visit asserted ""Iran's supremacy"". And there is no doubt that Iran's agenda is not always compatible with Lebanese or, more broadly, Arab interests. But its support for Hezbollah in its battles against Israel has elevated its status among the Arab public in a way that no anti-Iranian Arab axis can deny or top.",https://www.aljazeera.com/indepth/features/2010/10/20101025795996281.html,influence
"""They are hesitant to provide a platform for journalists from Saudi Arabia, Egypt and Yemen. Even Lebanon, the Arab world's crown jewel when it comes to press freedom, has fallen victim to the polarisation and influence of pro-Iran Hezbollah.""",https://www.aljazeera.com/news/2018/10/column-khashoggi-wrote-threats-free-media-181018052450520.html,influence
"""The resignation was an attempt by Saudi Arabia to curb Hezbollah's influence …That attempt backfired ... Hariri was conciliatory in his message.""",https://www.aljazeera.com/news/2017/11/lebanon-pm-saad-al-hariri-holds-resignation-171122093036875.html,influence
 Hezbollah and Iranian influence in Lebanon.,https://www.aljazeera.com/news/2017/11/lebanon-hariri-arrives-france-meet-macron-171118070417033.html,influence
" also used ""Hezbollah stronghold"" in headlines about bomb blasts in south Beirut. So will the latest change set a precedent for future accounts? Will it possibly influence other outlets such as Reuters, CNN, MSNBC, FOX News and hundreds of English-language newspapers and websites that continue to employ the ""Hezbollah Stronghold"" terminology?",https://www.aljazeera.com/indepth/features/2015/11/beirut-paris-attacks-151115075935564.html,influence
"After all, the Syrians and Iranians wield an obvious ""influence"" over the course of the conflict according to the NBC channels, which like CNN, Sky and many other Western new organisations reported relentlessly on claims that Hezbollah’s rocket imports were made possible through the help of its two ""rogue"" allies. ",https://www.aljazeera.com/archive/2006/09/200849153545435304.html,influence
"Al Jazeera's Nour Samaha, reporting from Beirut, said Assir has made repeated accusations that there were Hezbollah apartments in the area near his mosque that the cleric wants cleared.",https://www.aljazeera.com/news/middleeast/2013/06/2013618164922803288.html,mosque
Abra is home to a mosque where Assir leads main Friday prayers. The sheikh believes Hezbollah uses the Abra apartments to keep him under surveillance.,https://www.aljazeera.com/news/middleeast/2013/06/201362315132483536.html,mosque
"One thing, however, that can jeopardise Hezbollah's support among Arabs is the perception that the organisation endorses a regime which tortures children to death. Nasrallah may have other considerations in mind - the Special Tribunal for Lebanon; armaments against Israel; money for social programmes - but those must be subordinated to the reality of Assad's Syria.",https://www.aljazeera.com/indepth/opinion/2011/06/201161154932651488.html,social
"Examples would include Lebanon, where Hezbollah exists alongside the Lebanese military; Syria, where the conventional military and the paramilitary Shabiha (now the National Defence Forces) maintain the Assad regime; and Yemen, where Houthi militias and the regular army forces loyal to ousted President Ali Abdullah Saleh have gained control over most of northern Yemen. In all four of these cases, Iran had a role in either creating, training, or providing arms to these forces, enhancing its regional influence by developing institutions in all four of these weak states.",https://www.aljazeera.com/indepth/opinion/2015/05/isil-defeated-ramadi-150521140832955.html,influence
"Second, there will be grave consequences for regional security. Syria is a strategic hinge in the Middle East. It has been one of the countries most hostile toward Israel, mainly through its support of Hamas, Iran, and Hezbollah. Chaos in Syria would threaten Lebanon's stability and alter Iran's geopolitical influence in the region. Iraq, governed by Shia political forces, also keeps close tabs on Syria's evolution, as does Turkey, which, until fairly recently, considered Syria a keystone of its regional policy.",https://www.aljazeera.com/indepth/opinion/2011/10/2011101014152424833.html,influence
"A Reuters report citing ""sources close to Hariri"" said the Saudis were holding him for refusing to confront Hezbollah and Iranian influence in Lebanon. ",https://www.aljazeera.com/news/2017/11/saad-hariri-lebanon-wednesday-171118120523688.html,influence
 designed to weaken Iranian influence - such as the one in January that killed a dozen senior Hezbollah and Iranian commanders - would be unthinkable if Tehran had a bomb. ,https://www.aljazeera.com/news/2015/04/saudi-arabia-israel-oppose-iran-nuclear-deal-150401061906177.html,influence
"Feeling protected by the US, Qatar concentrated its efforts on ensuring its independence from Saudi influence. One important tool for doing so was distancing its economy from the oil market. Another tool was creating new alliances that are not necessarily with the friends of Saudi Arabia. These alliances included Iran, Syria and Hezbollah before the Arab Spring, and the Muslim Brotherhood after that. ",https://www.aljazeera.com/indepth/opinion/2014/04/resolving-gulf-crisis-2014415131237869630.html,influence
"The prudence of Friedman's decision to temporarily exempt the Shia faith from the ""struggle with modernity"" is meanwhile called into question when he subsequently discovers that the ""cold war"" between the United States and Iran is ""the real umbrella story in the Middle East today - the struggle for influence across the region, with America and its Sunni Arab allies (and Israel) versus Iran, Syria and their non-state allies, Hamas and Hezbollah"".",https://www.aljazeera.com/indepth/opinion/2011/11/2011116114832660506.html,influence
