sentence,url,word
"Anchorwoman Rita Cosby, who freely dubs Hezbollah as ""rag-tag"" terrorists, would later describe an attack on ""Holy Nazareth"" as an assault on ""the home town of Jesus"", and erroneously as his birthplace - of course no reference to the multitude of biblical cities in Lebanon.  ",https://www.aljazeera.com/archive/2006/07/2008410121158866255.html,Home
" and robbing houses with impunity. ""It's created a parallel force on the ground in support of the regime,"" Abboud said. ""They had become an alternative source of power ... These are not sources of strength, it's a reflection of regime weakness that it has to rely on other security agents, if you will,"" he added, also highlighting that foreign involvement by Hezbollah, Russia and Iran has diffused power away from Assad's regime.",https://www.aljazeera.com/news/2016/09/syria-bashar-al-assad-power-160904081138141.html,House
"Due to a siege imposed by the Syrian government and the Lebanese Hezbollah group, an estimated 42,000 people in Madaya have little to no access to food, resulting in the deaths of at least 23 people by starvation so far, according to the charity Doctors Without Borders (MSF).",https://www.aljazeera.com/news/2016/01/400000-syrians-hungry-besieged-areas-160110060836705.html,Charity
"Al Arabiya anchor Rima Maktabi has been named among the world’s 100 most influential journalists covering armed violence in a ranking by a UK-based charity. Action on Armed Violence (AOAV) this month commended Maktabi for her coverage of the 2006 Lebanon war and ongoing work in countries such as Syria and Egypt. “What brought her to our attention was her coverage of the Israel-Hezbollah war of 2006, as she was one of the first female Arabic TV journalists to cover conflicts in the ...",http://english.alarabiya.net/en/tools/tags.html?tags=0a10323e-2915-4758-b135-23bb4c4c7570&tagLabel=journalism&currentPage=23,Charity
"“We are deeply concerned by the continued fighting in Qusayr and condemn the indiscriminate killing of civilians by Assad’s forces and his proxies, including Hezbollah fighters,” White House spokesman Jay Carney said.",http://english.alarabiya.net/en/News/middle-east/2013/06/05/Syrian-army-announces-total-control-of-war-torn-Qusayr.html,House
" He said he can’t venture out of his makeshift clinic that has been set up in one of the houses in the town after the main hospital in Qusayr was destroyed in earlier fighting. He said the rebels are resisting, but cannot match the government’s Hezbollah-backed firepower.",http://english.alarabiya.net/en/News/middle-east/2013/06/04/Syrian-army-advances-in-Qusayr-and-Damascus-suburb.html,Hospital
" He said he can’t venture out of his makeshift clinic that has been set up in one of the houses in the town after the main hospital in Qusayr was destroyed in earlier fighting. He said the rebels are resisting, but cannot match the government’s Hezbollah-backed firepower.",http://english.alarabiya.net/en/News/middle-east/2013/06/04/Syrian-army-advances-in-Qusayr-and-Damascus-suburb.html,Clinic
" He said he can’t venture out of his makeshift clinic that has been set up in one of the houses in the town after the main hospital in Qusayr was destroyed in earlier fighting. He said the rebels are resisting, but cannot match the government’s Hezbollah-backed firepower.",http://english.alarabiya.net/en/News/middle-east/2013/06/04/Syrian-army-advances-in-Qusayr-and-Damascus-suburb.html,House
" “The rebels are not able to cover all the areas. The regime provides air cover and artillery shelling and the Hezbollah fighters are clashing [with the rebels on the ground] and advancing,” Alzein said, adding that the makeshift clinics he oversees around the town have received 42 wounded and the bodies of five people killed in Tuesday’s fighting.",http://english.alarabiya.net/en/News/middle-east/2013/06/04/Syrian-army-advances-in-Qusayr-and-Damascus-suburb.html,Clinic
"In terms of deterrence, the administration sees any action in Syria as a tool to penalize the regime by hitting its military infrastructure thus holding it “accountable” for the alleged chemical weapons use. Such use has always been a “red line” for the administration in approaching the conflict in Syria, and more so today with the rise of extremist groups within the opposition, and the involvement of Hezbollah. Washington cannot risk a systematic use of chemical weapons in the Middle East, nor can it allow armed groups to acquire such material. Sources tell Al Arabiya that while any U.S. operation in Syria is designed to be limited in “scope and duration,” it could involve securing the Syrian chemical weapons stockpile, especially in areas where there is increased fighting between the government and the rebels. Some reports have already run a ",http://english.alarabiya.net/en/views/news/middle-east/2013/08/29/U-S-strike-on-Syria-the-logic-and-aftermath.html,Infrastructure
"Clashes between forces loyal to President Bashar al-Assad, aided by Hezbollah, and rebels intensified as they fought to seize Syrian town of Qusayr on Friday. Online footage shows a whole row of houses demolished after shelling in Qusayr on Thursday with fires still raging within the shattered buildings.  Brigades of rebels have joined the battle for Qusayr. Some were filmed firing on enemy positions with rocket-propelled grenades. Plumes of white and black smoke rose over nearby Daba military ...",http://english.alarabiya.net/en/tools/tags.html?tags=1749ae77-6249-4a6a-8ee2-737564517072&tagLabel=qusayr&currentPage=4,House
"On a country road in Lebanon’s northeast, traffic is heavy; ambulances screech by, sirens blaring, and cars packed with mourners follow coffins as Hezbollah brings wounded fighters home from Syria, and its dead. With the bodies from the battle over the border at Qusayr, comes the violence, as civil conflict between Syria’s Iranian-backed ruler and Sunni rebels spreads across the Middle East; the Shi’ite militia’s drive to save Syria’s president is testing ...",http://english.alarabiya.net/en/tools/tags.html?tags=1749ae77-6249-4a6a-8ee2-737564517072&tagLabel=qusayr&currentPage=4,Home
"Sources also told Al Arabiya that tens of Hezbollah members were wounded during the fight and had been taken to hospitals in Beirut, Lebanon for treatment.",http://english.alarabiya.net/en/News/middle-east/2013/05/19/Watchdog-Syria-military-pounds-rebel-town-killing-13.html,Hospital
"However, Hadi Abdullah, a Syrian activist speaking from Qusayr, denied to Al Arabiya that the town had fallen into the hands of regime forces. The activist added that with support from Hezbollah militias, the Syrian regime is heavily shelling Qusayr, leveling civilian homes.",http://english.alarabiya.net/en/News/middle-east/2013/05/19/Watchdog-Syria-military-pounds-rebel-town-killing-13.html,Home
"“Why is [Hezbollah] attacking the Syrian people and forcing them out of their homes? Is this how you treat us? You attack us while we, Arabs, have supported your fight against Israel.”",http://english.alarabiya.net/en/News/middle-east/2013/04/28/Hezbollah-behind-violence-in-Qusayr-Syrian-refugees-say.html,Home
" of the mosque right after they captured the city. Unlike al-Qaeda’s Ayman Zawahiri, and Jabhat al-Nusra leader Mohamed al-Golani, Baghdadi can command an audience and excel in stage presence. While that might sound trivial, this quality has become a rarity when contextualized in today’s Arab world. Except for Hezbollah’s Secretary-General Hassan Nasrallah, very few in the Arab world today are good orators or have eloquent grip of the Arabic language. Baghdadi’s Mosul speech was not read from prepared remarks, but was delivered in perfect Arabic.",http://english.alarabiya.net/en/views/news/middle-east/2014/11/13/Don-t-underestimate-ISIS-Baghdadi.html,Mosque
"“The most dangerous development is the foreign participation, represented by Hezbollah and other militias supported by the forces of the Iranian Revolutionary Guard,” said Faisal, as quoted by Reuters.",http://english.alarabiya.net/en/News/middle-east/2013/06/25/Saudi-Arabia-Syria-can-only-be-considered-an-occupied-land-.html,Development
"Iran, however, is a strong hardened military power by any standard. It has a large, motivated, experienced army and considerable expertise in asymmetrical warfare and local weapons production, and it retains a strong political will to sacrifice its troops for a cause. This strength is supported by a vast network of allies and agents in Arab Shiite communities, starting with Hezbollah in Lebanon and including the Alawites and their allies in Syria, the newly empowered Iraqi Shiite, and the underprivileged among the Gulf Arab Shiite. The Iranians have a lot of cards to play with here. Iran does not need to physically conquer the Gulf with its armies to achieve its objectives. The mullahs have mastered the game of proxy control under the guise of local Shiite communities and organizations. In southern Iraq, Iran has this type of infrastructure already in place. These forces can easily cross GCC borders at the slightest provocation, in what could be packaged as a “popular” Iraqi movement of people across borders to save their distressed Shiite brethren in Arabia. In such a scenario, one certain to create massive geopolitical confusion, the U.S. will hardly allow itself to become stuck in the middle of what it will probably see as a Muslim civil war. Given the short distances involved between the Iraqi border and the heartland of Arabian oil, and given the presence of over two million possible Shiite sympathizers in this heartland, GCC leaders can only ignore such a possibility at their own peril.",http://english.alarabiya.net/en/views/news/middle-east/2013/12/04/Why-Saudi-Arabia-should-fear-Iran.html,Infrastructure
"A controversial Salafist sheikh threatened on Wednesday to find a “military” solution to alleged Hezbollah safe houses in a southern Lebanese town, a day after clashes involving his supporters left one person dead.",http://english.alarabiya.net/en/News/middle-east/2013/06/19/Lebanese-cleric-threatens-military-action-against-Hezbollah-.html,House
 Sheikh Ahmed al-Assir is known for his vocal opposition to the powerful Shiite group Hezbollah and has accused it of using apartments in a suburb of the town of Saida to house fighters and weapons.,http://english.alarabiya.net/en/News/middle-east/2013/06/19/Lebanese-cleric-threatens-military-action-against-Hezbollah-.html,House
 The controversial Sunni sheikh called on his supporters last week to fire on apartments in Abra that he says house Hezbollah members.,http://english.alarabiya.net/en/News/middle-east/2013/06/23/Three-Lebanon-troops-die-in-clashes-with-Sunni-radicals-.html,House
 Abra is home to a mosque where Assir leads the main weekly prayers on Fridays. The sheikh believes Hezbollah uses the Abra apartments to keep him under surveillance.,http://english.alarabiya.net/en/News/middle-east/2013/06/23/Three-Lebanon-troops-die-in-clashes-with-Sunni-radicals-.html,Mosque
 Abra is home to a mosque where Assir leads the main weekly prayers on Fridays. The sheikh believes Hezbollah uses the Abra apartments to keep him under surveillance.,http://english.alarabiya.net/en/News/middle-east/2013/06/23/Three-Lebanon-troops-die-in-clashes-with-Sunni-radicals-.html,Home
" The Shiite pilgrims were snatched as they headed home overland in May 2012 after visiting holy sites in Iran, with rebels charging that they belonged to Lebanese Shiite movement Hezbollah, which backs the Damascus regime.",http://english.alarabiya.net/en/News/middle-east/2013/10/21/Report-Turkey-agents-rescued-Lebanese-hostages-in-Syria.html,Home
"The wounded were transferred to a hospital in the south of Beirut, the sources said, adding that Hezbollah is tightlipped about the issue.",http://english.alarabiya.net/en/News/middle-east/2013/04/11/FSA-says-Hezbollah-has-thousands-of-fighters-in-Syria.html,Hospital
"The US House of Representatives on Wednesday backed new sanctions on Lebanon’s Iran-backed Hezbollah militia, part of an effort to take a tough line against Tehran without immediately moving to undermine an international nuclear agreement.Three Hezbollah-related measures passed by voice vote, without opposition. The House will vote on Thursday on another bill, to impose additional sanctions on Iran related to its ballistic missiles program.President Donald Trump said on Oct. 13 he would ...",http://english.alarabiya.net/en/tools/tags.html?tags=23ee7b17-1b16-469a-a0c1-327e63d8c4c5&tagLabel=congress&currentPage=5,House
"The wounded were transfered from Damascus to a hospital in the south of the Lebanese capital Beirut, the sources said, adding that Hezbollah is tightlipped about the issue.",http://english.alarabiya.net/en/News/middle-east/2013/04/09/Twelve-Hezbollah-members-killed-in-ambush-near-Damascus.html,Hospital
" In a separate development, Hezbollah evacuated two apartments in Abra Thursday near Assir’s headquarters, after the runaway cleric had accused the group of stocking arms there and of spying on him.",http://english.alarabiya.net/en/News/middle-east/2013/06/27/Lebanon-army-to-probe-abuse-by-troops-military-source-says-.html,Development
"Turkey acts in line with a certain foreign policy, which is determined through a moral compass rather than a political one. It is clear by their eleventh year in power that AK Party government is not an expert in foreign policy. Not acting like politicians is their strength at home but weakness outside Turkey. We see that in Syria, Turkey acts in line with its moral foreign policy and is targeted by the Shiite groups there not because Turkey is Sunni but because its pathway doesn’t serve the interests of Shiite groups there. Turkey doesn’t have sectarian difference problems with any group in the region, or within its borders. There is no direct tension between Turkey and Hezbollah organization too but it is known that Syria has a certain adversity.",http://english.alarabiya.net/en/views/news/middle-east/2013/08/10/Turkish-pilots-Hezbollah-and-the-bigger-picture.html,Home
"U.S. President Barack Obama on Monday expressed concern about the role of Hezbollah in Syria, in a telephone call with Lebanese President Michel Sleiman, AFP reported the White House as saying.",http://english.alarabiya.net/en/News/middle-east/2013/05/20/Obama-calls-Lebanese-president-over-Hezbollah-s-role-in-Syria.html,House
"In Yemen, which shares a 1,100-mile border with Saudi Arabia, Iran is supporting and arming the Houthi militia, modeled on the terrorist Hezbollah movement that has destabilized Lebanon. While making Yemen ungovernable, the Houthis are attacking Saudi Arabia, having fired more than 40,000 mortars, rockets and other projectiles at our towns, killing at least 375 civilians, closing more than 500 schools and displacing 24 villages and over 17,000 people.",http://english.alarabiya.net/en/News/gulf/2017/03/27/Assiri-says-Saudi-supports-US-tough-stance-on-ISIS-terror-and-Iran.html,School
" Last November, Bahrain said it arrested four suspects in an attack that killed two people in Manama. Authorities said five home-made bombs bore the hallmarks of Hezbollah.",http://english.alarabiya.net/en/News/middle-east/2013/05/26/Bahrain-calls-Hezbollah-head-a-terrorist-says-must-be-stopped.html,Home
"Sources also told Al Arabiya that tens of Hezbollah members were wounded during the fight and had been taken to hospitals in Beirut, Lebanon for treatment.",http://english.alarabiya.net/en/News/middle-east/2013/05/21/New-influx-of-Hezbollah-fighters-into-Syria-says-watchdog.html,Hospital
"It disclosed that there are Houthi-Iranian arrangements aiming to target mosques, pointing out that the Houthis brought in press photographers of Iranian Alam channel and Lebanese Hezbollah al-Manar channel to cover the blowing up of Dar al-Hadeeth Center in Saadah.",https://english.alarabiya.net/en/features/2017/01/05/Official-report-Houthis-have-vandalized-299-mosques.html,Mosque
"The culture of martyrdom has been infused into Iranian culture since the birth of the Iranian Islamic Republic, after its founder Ruhollah Khomeini adopted the modern concept of suicide bombing, bringing it into the realm of terrorism through terror groups such as Hezbollah and Hamas.",https://english.alarabiya.net/en/perspective/features/2018/05/02/ANALYSIS-Trump-s-need-to-end-Khamenei-s-apocalyptic-vision.html,Home
"Israel’s military says its troops have found the sixth and the last tunnel dug by Hezbollah militants for cross-border attacks and that its operation at the Lebanese border is now over. Military spokesman Jonathan Conricus says the final tunnel is the largest one discovered so far, running hundreds of meters (yards) from under a Lebanese home and deep into Israeli territory. Israel launched the “Operation Northern Shield” last month to detect and destroy what it called a vast ...",https://english.alarabiya.net/en/tools/tags.html?tags=ab68e3ac-efca-4931-a84c-cb2213d4c4db&tagLabel=israel&currentPage=10,Home
"The arrest by the Saudis of two suspected jihadists operating inside the Kingdom and planning attacks via sophisticated communications suggests several conclusions. One is regarding their nationalities. One culprit is from Yemen, and the other is from Chad but residing in Saudi Arabia. This fact shows that al-Qaeda personnel, volunteers or supporters do not necessarily operate in “national clusters.” As much previous evidence has shown for years, if not for decades by now, there is an international network of followers of a radical doctrine whose members hail from as many countries as the indoctrination machine can reach. After the attacks of September 11, the most popularized slogan in U.S. counterterrorism commentary was that 14 of the 19 perpetrators were “Saudis.” But years later, it was clear that the Jihadists have no specific “nationality” or “ethnicity.” They operate where they can with what they have. As I argued in my book The War of Ideas in 2007, the ideology of al-Qaeda does not recognize countries and national boundaries. A Chadian was recruited to prepare an attack against the United States out of Saudi Arabia. A Nigerian was indoctrinated by a Yemeni to strike in Detroit. U.S. citizens were mobilized to strike in Somalia, and an Egyptian leads the world’s terrorist network. There are no local agendas in Yemen or in Mauritania that are producing the international brand of Jihadi terrorists. Rather, it is a radical, systemic, totalitarian doctrine that is using – and often abusing – causes, grievances and historical conflicts. A victory for this ideology and its supporters and promoters will not solve the problems of the peoples oppressed under their regimes. In fact, a victory for the Jihadists will exacerbate such problems. The developments in Afghanistan, Tunisia, Libya and now Egypt are striking examples. Living under the other type of Terror, Khomeinism in Iran or Hezbollah in Lebanon is another example of the failure of these violent doctrines. The al-Qaeda threat is global, and Washington learned about it one more time last week as a result of intercepted messages between Zawahiri and Wuhaishi, possibly during a conference call of Terror leaders. The U.S. decided to shut down many embassies showing that the threat is up and running across large swaths of land, not on “its way to decline” as the Obama Administration affirmed so adamantly during the electoral year of 2012.",http://english.alarabiya.net/en/perspective/analysis/2013/08/10/Saudi-terror-arrests-suggest-U-S-not-alone-at-war-against-al-Qaeda.html,Home
"The arrest by the Saudis of two suspected jihadists operating inside the Kingdom and planning attacks via sophisticated communications suggests several conclusions. One is regarding their nationalities. One culprit is from Yemen, and the other is from Chad but residing in Saudi Arabia. This fact shows that al-Qaeda personnel, volunteers or supporters do not necessarily operate in “national clusters.” As much previous evidence has shown for years, if not for decades by now, there is an international network of followers of a radical doctrine whose members hail from as many countries as the indoctrination machine can reach. After the attacks of September 11, the most popularized slogan in U.S. counterterrorism commentary was that 14 of the 19 perpetrators were “Saudis.” But years later, it was clear that the Jihadists have no specific “nationality” or “ethnicity.” They operate where they can with what they have. As I argued in my book The War of Ideas in 2007, the ideology of al-Qaeda does not recognize countries and national boundaries. A Chadian was recruited to prepare an attack against the United States out of Saudi Arabia. A Nigerian was indoctrinated by a Yemeni to strike in Detroit. U.S. citizens were mobilized to strike in Somalia, and an Egyptian leads the world’s terrorist network. There are no local agendas in Yemen or in Mauritania that are producing the international brand of Jihadi terrorists. Rather, it is a radical, systemic, totalitarian doctrine that is using – and often abusing – causes, grievances and historical conflicts. A victory for this ideology and its supporters and promoters will not solve the problems of the peoples oppressed under their regimes. In fact, a victory for the Jihadists will exacerbate such problems. The developments in Afghanistan, Tunisia, Libya and now Egypt are striking examples. Living under the other type of Terror, Khomeinism in Iran or Hezbollah in Lebanon is another example of the failure of these violent doctrines. The al-Qaeda threat is global, and Washington learned about it one more time last week as a result of intercepted messages between Zawahiri and Wuhaishi, possibly during a conference call of Terror leaders. The U.S. decided to shut down many embassies showing that the threat is up and running across large swaths of land, not on “its way to decline” as the Obama Administration affirmed so adamantly during the electoral year of 2012.",http://english.alarabiya.net/en/perspective/analysis/2013/08/10/Saudi-terror-arrests-suggest-U-S-not-alone-at-war-against-al-Qaeda.html,Development
"The US House of Representatives on Wednesday backed new sanctions on Lebanon’s Iran-backed Hezbollah militia, part ...",https://english.alarabiya.net/en/News/middle-east/2018/01/12/US-sanctions-head-of-Iran-s-judiciary-others-over-human-rights-abuses.html,House
"These developments are perceived by the Israeli decision makers as an existential, direct, and immediate threat. Netanyahu went as far, in a recent interview with CNN, to imply that Iran might attempt to transfer nuclear weapons to Hezbollah. He warned that no one would stop his country from averting such an eventuality. Regardless of the customary Netanyahu nuclear rhetoric, Israel is genuinely troubled by the transfer of advanced military conventional capability to Hezbollah. Nevertheless, if thwarting it runs the risk of a direct Turkey-like clash with Russia, then at least avoiding an accidental clash is an imperative for both countries.",https://english.alarabiya.net/en/views/news/world/2015/12/02/Russian-Israeli-relations-reach-new-heights.html,Development
"Al Arabiya anchor Rima Maktabi has been named among the world’s 100 most influential journalists covering armed violence in a ranking by a UK-based charity. Action on Armed Violence (AOAV) this month commended Maktabi for her coverage of the 2006 Lebanon war and ongoing work in countries such as Syria and Egypt. “What brought her to our attention was her coverage of the Israel-Hezbollah war of 2006, as she was one of the first female Arabic TV journalists to cover conflicts in the ...",http://english.alarabiya.net/media/inside-the-newsroom/archive.html?currentPage=9,Charity
"Nabil Khalife, a Christian Lebanese researcher, has studied these old tricks conceived by Khomeini. In his book Targeting Sunnis, he provides the following insights into Khomeini’s policy: “Since it is a geo-demographic minority in the Islamic world, it (Iran under Khomeini) depended on a cynical strategy and propaganda to consecrate its existence, efficiency and credibility as a radical Islamic movement confronting the traditional Sunni persuasion.” According to Khalife, the policy exploited the Hajj pilgrimage to undermine the Saudi leadership, for instance through the 1987 Mecca incident. It exploited the Palestinian struggle, a purely Islamic cause, to help Shiites rise up with Hezbollah and raised the slogan of Jerusalem against Mecca.",https://english.alarabiya.net/en/views/news/middle-east/2017/08/21/Those-politicizing-this-year-s-Hajj-Tehran-and-a-few-in-Doha.html,Home
" President Michel Suleiman has appealed to Hezbollah to bring its fighters home from Syria, saying that further entanglement there by the Iranian-backed movement will fuel instability in Lebanon, still scarred by its own 1975-1990 civil war.",https://english.alarabiya.net/en/News/middle-east/2013/06/21/Lebanese-army-seals-parliament-after-protests-Syria-linked-tension.html,Home
The report concludes: “Perhaps no aspect of Iran’s overt military program has seen as much development over the past decade as Iranian unmanned aerial vehicles Iran’s explosive emphasis on drone development promises to make American operations in both the Persian Gulf and Gulf Aden [at the Red Sea] more complicated and can also pose a proliferation concern should Iran export suicide drones to groups like Hezbollah or Bashar al-Assad loyalists in Syria.”,https://english.alarabiya.net/en/News/middle-east/2015/04/09/Iran-building-killer-suicide-drones-U-S-report-claims.html,Development
"Al Arabiya anchor Rima Maktabi has been named among the world’s 100 most influential journalists covering armed violence in a ranking by a UK-based charity. Action on Armed Violence (AOAV) this month commended Maktabi for her coverage of the 2006 Lebanon war and ongoing work in countries such as Syria and Egypt. “What brought her to our attention was her coverage of the Israel-Hezbollah war of 2006, as she was one of the first female Arabic TV journalists to cover conflicts in the ...",https://english.alarabiya.net/en/tools/tags.html?tags=ea1db619-5646-410c-b1ae-2f12c1ae5c07&tagLabel=al%20arabiya&currentPage=15,Charity
Evidence against Iran and Hezbollah keep on accumulating on both being firsthand involved in the 9/11 terrorist attacks that reportedly killed thousands of U.S. citizens. Asharq Al-Awsat newspaper has exclusively attained and published six documents New York courthouse Judge George Daniels used for the verdict which fines Iran with billions of dollars in compensation for the families of the victims of the attack. The verdict also specialized a cut for compensating the insurance companies that ...,https://english.alarabiya.net/en/tools/tags.html?tags=242db053-fb00-4570-8417-59f24c8c04a5&tagLabel=u.s,House
"The second strike came from within the Shiite movement that condemns Hezbollah’s crimes. Sheikh Sobhi Tufayli, Hezbollah’s former secretary general, strongly condemned the Khan Sheikh Sheikhoun massacre and Hezbollah’s participation in the fighting in Syria. Tufayli believes that the slogan of defending the axis of the resistance came to an end during the Syrian developments.",http://english.alarabiya.net/en/views/news/middle-east/2017/04/16/Hezbollah-s-former-secretary-general-is-against-Hezbollah-.html,Development
"“Regarding the Hezbollah militants present in the conflict, numbers vary between 3,000 and 10,000. Our estimate is around 3 to 4,000,” the minister told the foreign affairs committee at France’s lower house National Assembly.",https://english.alarabiya.net/en/News/middle-east/2013/05/29/France-says-3-000-4-000-Hezbollah-fighters-in-Syria-.html,House
