sentence,url,word
"While this escalation has been brewing for some time now, its intensification could already be detected a week earlier in a series of laws passed by the US House of Representatives. Among these was a bill that mobilised international law's human shields clause to deepen US sanctions against Hezbollah. The bill, however, does much more than simply expand sanctions and should thus be understood within the context of the changes in US foreign policy under US President ",https://www.aljazeera.com/indepth/opinion/legislation-hezbollah-congress-171108143051774.html,house
"In other developments in Syria, a Hezbollah TV station said on Friday that in the refugee camp of Yarmouk, ",https://www.aljazeera.com/news/2015/12/russian-raids-kill-prominent-syrian-rebel-commander-151225142422180.html,development
"Despite faltering popularity abroad, Hezbollah enjoys extensive political power at home in Lebanon.",https://www.aljazeera.com/profile/zoe-hu.html,home
"Al Manar, the television station affiliated with the armed Lebanese group Hezbollah, which is fighting alongside the Syrian government forces, said ""the rumours that the seige on the eastern neighbourhoods has been broken is entirely false"" in a statement on its website. ",https://www.aljazeera.com/news/2016/08/syria-siege-aleppo-160806154230817.html,station
It also said that local Lebanese employees were sent home early due to protests by Hezbollah.,https://www.aljazeera.com/news/middleeast/2012/09/2012917155027106315.html,home
"""The Israelis, justifiably, have to guard against the transfer of advanced weaponry to terrorist organisations like Hezbollah,"" Obama told the Spanish-language TV station Telemundo.",https://www.aljazeera.com/indepth/features/2013/05/20135512739431489.html,station
"Those most immediately affected are, perhaps, its allies - Iran, Hezbollah in Lebanon and curiously, Iraq. At one level, these alliances are sectarian in nature since they bring together Shia in Iran and Hezbollah, as well as the Shia-dominated Maliki government in Iraq, with the admittedly heterodox, but Shia Alawi regime in Damascus. In reality, however, the sinews of the alliances reflect shared political and diplomatic objectives, especially for Iran. Syria and Iran were first united by the Iran-Iraq War (1980-1988) through their shared detestation of the Saddam Hussain regime.",https://www.aljazeera.com/indepth/opinion/2012/02/201222613517197680.html,station
"Hezbollah has insisted Hariri's resignation was part of a Saudi plan to stoke sectarian tensions in the country, which is home to large Sunni and Shia communities, as well as ",https://www.aljazeera.com/news/2017/12/lebanese-pm-hariri-pressured-resign-saudis-171225112659616.html,home
"That dynasty has been beset in the past few years by its Saudi enabler, dissolving its construction empire and reprimanding its reluctance to confront Hezbollah.",https://www.aljazeera.com/indepth/opinion/lebanon-hariri-171123102627236.html,construction
"In Beirut's microcosm of regional politics, residents of Tariq el-Jdideh and of Hezbollah's stronghold Dahieh attempted to make sense of the latest political developments. ",https://www.aljazeera.com/news/2017/11/beirut-edge-political-deadlock-fuels-uncertainty-171109094017651.html,development
"Shortly after Hariri's resignation, Israeli Prime Minister Benjamin Netanyahu called the development a ""wake-up call to the international community to take action against Iranian aggression"", adding that Hezbollah's empowerment ""endangers not only Israel but the entire Middle East"".",https://www.aljazeera.com/news/2017/11/beirut-edge-political-deadlock-fuels-uncertainty-171109094017651.html,development
"It has long been the formal policy of Aoun's Free Patriotic Movement party - allied with Hezbollah, which is helping to prop up Syrian President Bashar al-Assad - that Syrian refugees in Lebanon must return home. But while most Syrians live a precarious existence in Lebanon, returning to their home country is simply not an option. ",https://www.aljazeera.com/indepth/features/2016/11/syrian-refugees-war-crackdown-lebanon-161102173130178.html,home
"Still, it seems Hezbollah operatives, who are represented as in control of the airport (!), are so well trained in anti-Semitism, that they recognise Berenson as “Jewish” based solely on his last name and ask him to confirm their finding: “Jewish, yes?” A victimized look appears on his face momentarily and is quickly replaced by strength and determination as he asserts in response: “American!” ",https://www.aljazeera.com/indepth/opinion/2012/10/2012102591525809725.html,airport
"The LCP group boasts dozens of volunteers who patrol the hilly terrain on the outskirts of Ras Baalbek in shifts, 24-hours a day. Without financial or military support, members pay their own expenses, bring their own food and often bring guns from home. LCP says it is also in the process of setting up similar armed groups in other border areas that are vulnerable to infiltration from Syria in coordination with the Lebanese army and Hezbollah.",https://www.aljazeera.com/news/2015/09/lebanese-communist-fighters-gear-battle-isil-150919100740425.html,home
"The speech comes a day after clashes between the two groups began in earnest, with Hezbollah-affiliated TV station Al Manar reporting that ISIL had targeted several Hezbollah positions along the outskirts of the northeastern Lebanese border villages of al-Qaa and Ras Baalbak, but were repelled by the Lebanese group.",https://www.aljazeera.com/news/2015/06/scores-killed-clashes-hezbollah-isil-150610124054487.html,station
"The Nusra Front in Lebanon claims responsibility on Twitter for apparent suicide blast at petrol station in Hermel, a Hezbollah stronghold bordering Syria in eastern Lebanon, saying the attack was in response to the armed Shia group's involvement in Syria. At least four people are killed and more than 15 are wounded in the bombing, according to Lebanon's interior minister.",https://www.aljazeera.com/news/middleeast/2013/08/201381881017230988.html,station
"Hezbollah, facing mounting pressure at home and abroad over its involvement in the Syrian war and other regional conflicts, is struggling to cope with the...",http://www.dailystar.com.lb/Entity/Agencies/285625930/U.S.-Office-of-Foreign-Assets-Control.ashx?utm_source=Magnet&utm_medium=Entities%20widget&utm_campaign=Magnet%20tools,home
"The Future Movement of Prime Minister Saad Hariri was founded in the mid-1990s by his father, the late Prime Minister Rafik Hariri, who was assassinated in a massive bombing in 2005. Hariri, a Sunni politician who also holds Saudi citizenship, currently heads the largest bloc in parliament. He is a critic of the Iranian-backed Hezbollah group, which is nevertheless part of his unity government. Hariri’s Future Movement is expected to lose some of its seats during Sunday’s s elections due to a new electoral law that is likely to fragment the Sunni vote. Some of Hariri’s supporters have also shifted their allegiance after the billionaire businessman, who also holds Saudi citizenship, laid off scores of employees in his development company because of Saudi spending cuts.",https://en.annahar.com/article/800251-a-look-at-the-key-players-in-the-lebanese-elections,development
"The Shiite Muslim Hezbollah guerrilla group, backed by Iran and Syria, was founded in 1982 as a resistance movement to Israeli occupation of parts of Lebanon, and has since grown into Lebanon’s most potent military and political force. The group runs an extensive network of charities, schools and clinics and enjoys strong support among Shiite Muslims and some Christians for its record of fighting Israel. Its decision to send its fighters to Syria to shore up President Bashar Assad’s forces, however, is highly controversial, and may bring a degree of backlash from within the Shiite community. However, it is still expected come out as a winner in these elections, along with its allies. Hezbollah is expected to keep its 12 seats in parliament.",https://en.annahar.com/article/800251-a-look-at-the-key-players-in-the-lebanese-elections,school
"In Hezbollah strongholds in southern Beirut, there was a steady flow of voters Sunday. Streets were festooned with candidates’ posters and Hezbollah’s signature yellow flags. Outside polling stations, Hezbollah supporters displayed a replica of the voting ballot on a big board and explained to voters which among the color-coded lists is theirs, and how they can vote for it. They wore yellow shirts with the slogan “We protect and build” written on them.
",https://en.annahar.com/article/800220-lebanon-holds-first-elections-in-9-years,station
